className,loc,authorsNumber,revisionsNumber,touchedLoc,totalAddedLines,averageAddedLines,maxAddedLines,totalChurn,maxChurn,numberFix,cyclomaticComplexity,averageChurn,daysBetweenCommits,buggy
"src/java/org/apache/avro/io/Encoder.java",275,1,2,281,278,139.0,269,275,269,0,24,137.5,2.0,false
"src/java/org/apache/avro/io/ParsingTable.java",383,1,1,383,383,383.0,383,383,383,0,34,383.0,0.0,false
"src/java/org/apache/avro/io/ResolvingDecoder.java",223,1,1,223,223,223.0,223,223,223,0,51,223.0,0.0,false
"src/java/org/apache/avro/io/ResolvingTable.java",489,1,1,489,489,489.0,489,489,489,0,93,489.0,0.0,false
"src/java/org/apache/avro/io/ValidatingDecoder.java",358,1,1,358,358,358.0,358,358,358,0,78,358.0,0.0,false
"src/java/org/apache/avro/io/ValidatingEncoder.java",225,1,1,225,225,225.0,225,225,225,0,33,225.0,0.0,false
"src/java/org/apache/avro/ipc/AvroRemoteException.java",40,1,3,92,88,29.333334,44,92,44,0,1,30.666666,30.0,false
"src/java/org/apache/avro/ipc/ByteBufferInputStream.java",86,1,5,189,172,34.4,69,165,69,0,13,33.0,14.25,false
"src/java/org/apache/avro/ipc/ByteBufferOutputStream.java",87,1,3,176,175,58.333332,87,174,87,0,6,58.0,28.5,false
"src/java/org/apache/avro/ipc/Requestor.java",183,1,7,382,335,47.857143,105,314,105,0,27,44.857143,13.833333333333334,false
"src/java/org/apache/avro/ipc/Responder.java",174,1,8,378,338,42.25,124,336,124,0,22,42.0,12.142857142857142,false
"src/java/org/apache/avro/ipc/SocketServer.java",110,1,4,294,261,65.25,118,268,118,0,12,67.0,20.0,false
"src/java/org/apache/avro/ipc/SocketTransceiver.java",93,1,3,180,180,60.0,87,180,87,0,11,60.0,27.0,false
"src/java/org/apache/avro/ipc/Transceiver.java",42,1,3,82,82,27.333334,40,82,40,0,5,27.333334,27.0,false
"src/java/org/apache/avro/reflect/FixedSize.java",30,1,1,30,30,30.0,30,30,30,0,1,30.0,0.0,true
"src/java/org/apache/avro/reflect/ReflectData.java",244,1,8,500,469,58.625,194,448,194,0,76,56.0,8.571428571428571,true
"src/java/org/apache/avro/reflect/ReflectDatumReader.java",118,1,7,336,273,39.0,92,282,92,0,11,40.285713,10.0,true
"src/java/org/apache/avro/reflect/ReflectDatumWriter.java",67,1,7,187,158,22.571428,61,159,61,0,4,22.714285,12.5,true
"src/java/org/apache/avro/reflect/ReflectRequestor.java",85,1,4,186,174,43.5,77,162,77,0,8,40.5,25.0,false
"src/java/org/apache/avro/reflect/ReflectResponder.java",124,1,7,282,262,37.42857,118,252,118,0,35,36.0,12.5,false
"src/java/org/apache/avro/specific/ProtocolTask.java",105,1,3,203,196,65.333336,84,193,84,0,20,64.333336,3.0,false
"src/java/org/apache/avro/specific/SchemaTask.java",28,1,3,62,59,19.666666,28,56,28,0,2,18.666666,3.0,false
"src/java/org/apache/avro/specific/SpecificCompiler.java",269,1,11,556,525,47.727272,225,502,225,0,63,45.636364,5.4,false
"src/java/org/apache/avro/specific/SpecificDatumReader.java",48,1,7,433,303,43.285713,125,381,125,0,1,54.42857,10.0,true
"src/java/org/apache/avro/specific/SpecificDatumWriter.java",36,1,5,111,95,19.0,43,97,43,0,1,19.4,15.0,true
"src/java/org/apache/avro/specific/SpecificExceptionBase.java",40,1,1,40,40,40.0,40,40,40,0,1,40.0,0.0,false
"src/java/org/apache/avro/specific/SpecificFixed.java",28,1,1,28,28,28.0,28,28,28,0,1,28.0,0.0,false
"src/java/org/apache/avro/specific/SpecificRecord.java",28,1,3,62,60,20.0,30,62,30,0,1,20.666666,30.0,false
"src/java/org/apache/avro/specific/SpecificRecordBase.java",64,1,1,64,64,64.0,64,64,64,0,9,64.0,0.0,false
"src/java/org/apache/avro/specific/SpecificRequestor.java",56,1,3,121,115,38.333332,53,111,53,0,3,37.0,2.5,true
"src/java/org/apache/avro/specific/SpecificResponder.java",41,1,3,105,96,32.0,46,97,46,0,1,32.333332,30.0,true
"src/java/org/apache/avro/util/Utf8.java",80,1,2,160,160,80.0,80,160,80,0,12,80.0,0.0,false
"src/java/org/apache/avro/io/BlockingValueWriter.java",622,1,1,622,622,622.0,622,622,622,0,85,622.0,0.0,false
"src/java/org/apache/avro/io/ValueReader.java",471,1,4,811,696,174.0,426,667,423,0,54,166.75,19.0,false
"src/java/org/apache/avro/io/ValueWriter.java",420,1,3,617,564,188.0,382,559,377,0,33,186.33333,28.5,false
"src/java/org/apache/avro/ipc/ByteBufferValueReader.java",1,1,3,123,82,27.333334,41,123,41,0,1,41.0,28.5,false
"src/java/org/apache/avro/ipc/ByteBufferValueWriter.java",1,1,3,132,88,29.333334,44,132,44,0,1,44.0,28.5,false
"JsonSchema.java",136,1,2,272,272,136.0,136,272,136,0,41,136.0,0.0,false
"JsonSchemaWalker.java",112,1,2,224,224,112.0,112,224,112,0,44,112.0,0.0,false
"src/java/org/apache/avro/AvroRuntimeException.java",24,1,1,1,1,1.0,1,1,1,0,1,1.0,0.0,false
"src/java/org/apache/avro/AvroTypeException.java",25,1,1,1,1,1.0,1,1,1,0,1,1.0,0.0,false
"src/java/org/apache/avro/Protocol.java",341,1,2,7,5,2.5,3,3,2,0,58,1.5,31.0,false
"src/java/org/apache/avro/Schema.java",728,1,4,70,37,9.25,23,54,30,1,148,13.5,12.333333333333334,false
"src/java/org/apache/avro/SchemaParseException.java",24,1,1,1,1,1.0,1,1,1,0,1,1.0,0.0,false
"src/java/org/apache/avro/file/DataFileReader.java",218,1,1,3,2,2.0,2,1,1,0,40,1.0,0.0,true
"src/java/org/apache/avro/file/DataFileWriter.java",206,1,2,16,15,7.5,13,14,13,1,20,7.0,21.0,true
"src/java/org/apache/avro/file/SeekableFileInput.java",34,1,1,5,4,4.0,4,3,3,0,5,3.0,0.0,false
"src/java/org/apache/avro/file/SeekableInput.java",36,1,2,11,6,3.0,3,1,1,1,5,0.5,15.0,false
"src/java/org/apache/avro/generic/GenericArray.java",36,1,2,3,2,1.0,1,1,1,0,1,0.5,36.0,false
"src/java/org/apache/avro/generic/GenericContainer.java",26,1,1,27,27,27.0,27,27,27,0,1,27.0,0.0,false
"src/java/org/apache/avro/generic/GenericData.java",428,1,3,178,164,54.666668,155,152,147,0,133,50.666668,18.5,true
"src/java/org/apache/avro/generic/GenericDatumReader.java",462,1,4,21,11,2.75,5,5,4,1,130,1.25,14.666666666666666,true
"src/java/org/apache/avro/generic/GenericDatumWriter.java",191,1,3,101,20,6.6666665,11,93,86,1,30,31.0,21.0,true
"src/java/org/apache/avro/generic/GenericFixed.java",24,1,1,2,1,1.0,1,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/generic/GenericRecord.java",24,1,2,10,3,1.5,2,6,5,0,1,3.0,36.0,false
"src/java/org/apache/avro/generic/GenericRequestor.java",57,1,1,1,1,1.0,1,1,1,0,5,1.0,0.0,false
"src/java/org/apache/avro/generic/GenericResponder.java",54,1,1,1,1,1.0,1,1,1,0,4,1.0,0.0,false
"src/java/org/apache/avro/io/BinaryData.java",192,1,3,370,281,93.666664,190,284,190,0,38,94.666664,1.5,false
"src/java/org/apache/avro/io/BinaryDecoder.java",300,1,2,5,3,1.5,2,1,1,0,53,0.5,21.0,false
"src/java/org/apache/avro/io/BinaryEncoder.java",250,1,1,5,3,3.0,3,1,1,0,30,1.0,0.0,false
"src/java/org/apache/avro/io/BlockingBinaryEncoder.java",627,1,2,10,8,4.0,5,6,5,1,86,3.0,21.0,false
"src/java/org/apache/avro/io/DatumReader.java",37,0,0,0,0,0.0,0,0,0,0,2,0.0,0.0,false
"src/java/org/apache/avro/io/DatumWriter.java",35,1,1,1,1,1.0,1,1,1,0,2,1.0,0.0,false
"src/java/org/apache/avro/io/Decoder.java",279,1,3,17,5,1.6666666,3,11,9,0,23,3.6666667,13.5,false
"src/java/org/apache/avro/io/Encoder.java",274,1,1,2,1,1.0,1,2,2,0,24,2.0,0.0,false
"src/java/org/apache/avro/io/JsonDecoder.java",398,1,3,433,416,138.66667,397,417,397,1,104,139.0,13.5,false
"src/java/org/apache/avro/io/JsonEncoder.java",240,1,3,255,248,82.666664,239,245,239,1,45,81.666664,13.5,true
"src/java/org/apache/avro/io/ParsingDecoder.java",74,1,2,75,75,37.5,74,75,74,0,29,37.5,6.0,false
"src/java/org/apache/avro/io/ParsingEncoder.java",69,1,3,70,70,23.333334,52,70,52,0,8,23.333334,22.0,false
"src/java/org/apache/avro/io/ResolvingDecoder.java",203,1,2,163,72,36.0,71,93,92,0,44,46.5,6.0,false
"src/java/org/apache/avro/io/ValidatingDecoder.java",229,1,2,280,76,38.0,75,176,175,0,40,88.0,6.0,false
"src/java/org/apache/avro/io/ValidatingEncoder.java",202,1,2,186,82,41.0,81,84,83,0,29,42.0,6.0,false
"src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java",102,1,2,103,103,51.5,102,103,102,0,20,51.5,6.0,true
"src/java/org/apache/avro/io/parsing/Parser.java",144,1,2,149,147,73.5,144,145,144,0,15,72.5,6.0,true
"src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java",337,1,3,340,339,113.0,337,338,337,1,81,112.666664,13.5,false
"src/java/org/apache/avro/io/parsing/SkipParser.java",94,1,2,99,97,48.5,94,95,94,0,11,47.5,6.0,false
"src/java/org/apache/avro/io/parsing/Symbol.java",382,1,2,383,383,191.5,382,383,382,0,11,191.5,6.0,true
"src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java",138,1,3,141,140,46.666668,138,139,138,1,22,46.333332,13.5,false
"src/java/org/apache/avro/ipc/AvroRemoteException.java",40,1,1,1,1,1.0,1,1,1,0,1,1.0,0.0,false
"src/java/org/apache/avro/ipc/ByteBufferInputStream.java",86,1,1,3,2,2.0,2,1,1,0,13,1.0,0.0,false
"src/java/org/apache/avro/ipc/ByteBufferOutputStream.java",90,1,1,10,7,7.0,7,4,4,0,6,4.0,0.0,false
"src/java/org/apache/avro/ipc/RPCContext.java",149,1,1,149,149,149.0,149,149,149,0,5,149.0,0.0,false
"src/java/org/apache/avro/ipc/RPCPlugin.java",74,1,1,74,74,74.0,74,74,74,0,1,74.0,0.0,false
"src/java/org/apache/avro/ipc/Requestor.java",231,1,2,59,54,27.0,53,49,48,0,33,24.5,4.0,false
"src/java/org/apache/avro/ipc/Responder.java",221,1,2,68,58,29.0,40,48,36,0,25,24.0,4.0,false
"src/java/org/apache/avro/ipc/SocketServer.java",110,1,1,3,2,2.0,2,1,1,0,12,1.0,0.0,false
"src/java/org/apache/avro/ipc/SocketTransceiver.java",94,1,1,6,4,4.0,4,2,2,0,11,2.0,0.0,false
"src/java/org/apache/avro/ipc/Transceiver.java",42,1,1,5,3,3.0,3,1,1,0,5,1.0,0.0,false
"src/java/org/apache/avro/reflect/FixedSize.java",36,1,2,13,10,5.0,6,7,4,1,1,3.5,15.0,false
"src/java/org/apache/avro/reflect/ReflectData.java",304,1,4,125,93,23.25,40,67,27,1,77,16.75,16.0,true
"src/java/org/apache/avro/reflect/ReflectDatumReader.java",117,1,3,22,11,3.6666667,6,12,6,2,11,4.0,13.5,true
"src/java/org/apache/avro/reflect/ReflectDatumWriter.java",65,1,7,62,30,4.285714,16,34,14,3,4,4.857143,8.0,true
"src/java/org/apache/avro/reflect/ReflectRequestor.java",113,1,4,39,34,8.5,18,29,16,0,13,7.25,12.0,false
"src/java/org/apache/avro/reflect/ReflectResponder.java",128,1,3,9,7,2.3333333,5,5,4,0,35,1.6666666,18.0,true
"src/java/org/apache/avro/specific/ProtocolTask.java",105,1,1,5,3,3.0,3,1,1,0,18,1.0,0.0,false
"src/java/org/apache/avro/specific/SchemaTask.java",28,1,1,1,1,1.0,1,1,1,0,2,1.0,0.0,false
"src/java/org/apache/avro/specific/SpecificCompiler.java",287,1,4,27,23,5.75,12,19,11,0,72,4.75,12.0,true
"src/java/org/apache/avro/specific/SpecificData.java",70,1,2,83,77,38.5,67,71,67,0,8,35.5,1.0,true
"src/java/org/apache/avro/specific/SpecificDatumReader.java",47,1,2,4,2,1.0,1,2,2,1,1,1.0,15.0,true
"src/java/org/apache/avro/specific/SpecificDatumWriter.java",35,1,2,4,2,1.0,1,2,2,1,1,1.0,15.0,false
"src/java/org/apache/avro/specific/SpecificExceptionBase.java",40,1,2,3,2,1.0,1,1,1,0,1,0.5,36.0,false
"src/java/org/apache/avro/specific/SpecificFixed.java",28,1,1,1,1,1.0,1,1,1,0,1,1.0,0.0,false
"src/java/org/apache/avro/specific/SpecificRecord.java",27,1,2,6,3,1.5,2,2,1,0,1,1.0,36.0,false
"src/java/org/apache/avro/specific/SpecificRecordBase.java",71,1,2,18,13,6.5,12,8,7,0,9,4.0,36.0,false
"src/java/org/apache/avro/specific/SpecificRequestor.java",80,1,5,47,36,7.2,13,29,13,1,7,5.8,9.0,false
"src/java/org/apache/avro/specific/SpecificResponder.java",40,1,2,4,2,1.0,1,2,2,1,1,1.0,15.0,true
"src/java/org/apache/avro/util/Utf8.java",87,1,2,17,12,6.0,8,11,9,0,12,5.5,36.0,false
"src/java/org/apache/avro/io/ParsingTable.java",383,0,0,0,0,0.0,0,0,0,0,34,0.0,0.0,false
"src/java/org/apache/avro/io/ResolvingTable.java",489,0,0,0,0,0.0,0,0,0,0,93,0.0,0.0,false
"src/java/org/apache/avro/AvroRuntimeException.java",25,1,1,1,1,1.0,1,1,1,0,1,1.0,0.0,false
"src/java/org/apache/avro/AvroTypeException.java",25,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/Protocol.java",354,1,1,17,15,15.0,15,13,13,0,59,13.0,0.0,true
"src/java/org/apache/avro/Schema.java",775,1,1,144,95,95.0,95,70,70,0,161,70.0,0.0,true
"src/java/org/apache/avro/SchemaParseException.java",25,1,1,1,1,1.0,1,1,1,0,1,1.0,0.0,false
"src/java/org/apache/avro/file/DataFileConstants.java",38,1,1,38,38,38.0,38,38,38,1,1,38.0,0.0,false
"src/java/org/apache/avro/file/DataFileReader.java",226,1,1,30,19,19.0,19,8,8,1,44,8.0,0.0,false
"src/java/org/apache/avro/file/DataFileWriter.java",199,1,1,25,9,9.0,9,9,9,1,20,9.0,0.0,false
"src/java/org/apache/avro/file/SeekableFileInput.java",34,0,0,0,0,0.0,0,0,0,0,5,0.0,0.0,false
"src/java/org/apache/avro/file/SeekableInput.java",36,0,0,0,0,0.0,0,0,0,0,5,0.0,0.0,false
"src/java/org/apache/avro/generic/GenericArray.java",36,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/generic/GenericContainer.java",26,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/generic/GenericData.java",441,1,2,13,13,6.5,12,13,12,0,135,6.5,15.0,true
"src/java/org/apache/avro/generic/GenericDatumReader.java",465,1,1,7,5,5.0,5,3,3,0,130,3.0,0.0,true
"src/java/org/apache/avro/generic/GenericDatumWriter.java",191,0,0,0,0,0.0,0,0,0,0,30,0.0,0.0,true
"src/java/org/apache/avro/generic/GenericFixed.java",24,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/generic/GenericRecord.java",24,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/generic/GenericRequestor.java",57,0,0,0,0,0.0,0,0,0,0,5,0.0,0.0,false
"src/java/org/apache/avro/generic/GenericResponder.java",54,0,0,0,0,0.0,0,0,0,0,4,0.0,0.0,false
"src/java/org/apache/avro/io/BinaryData.java",192,0,0,0,0,0.0,0,0,0,0,38,0.0,0.0,false
"src/java/org/apache/avro/io/BinaryDecoder.java",300,0,0,0,0,0.0,0,0,0,0,53,0.0,0.0,false
"src/java/org/apache/avro/io/BinaryEncoder.java",250,0,0,0,0,0.0,0,0,0,0,30,0.0,0.0,false
"src/java/org/apache/avro/io/BlockingBinaryEncoder.java",627,0,0,0,0,0.0,0,0,0,0,86,0.0,0.0,false
"src/java/org/apache/avro/io/DatumReader.java",37,0,0,0,0,0.0,0,0,0,0,2,0.0,0.0,false
"src/java/org/apache/avro/io/DatumWriter.java",35,0,0,0,0,0.0,0,0,0,0,2,0.0,0.0,false
"src/java/org/apache/avro/io/Decoder.java",279,0,0,0,0,0.0,0,0,0,0,23,0.0,0.0,false
"src/java/org/apache/avro/io/Encoder.java",274,0,0,0,0,0.0,0,0,0,0,24,0.0,0.0,false
"src/java/org/apache/avro/io/JsonDecoder.java",398,0,0,0,0,0.0,0,0,0,0,104,0.0,0.0,false
"src/java/org/apache/avro/io/JsonEncoder.java",238,1,1,4,1,1.0,1,2,2,1,44,2.0,0.0,false
"src/java/org/apache/avro/io/ParsingDecoder.java",74,0,0,0,0,0.0,0,0,0,0,29,0.0,0.0,false
"src/java/org/apache/avro/io/ParsingEncoder.java",69,0,0,0,0,0.0,0,0,0,0,8,0.0,0.0,false
"src/java/org/apache/avro/io/ResolvingDecoder.java",203,0,0,0,0,0.0,0,0,0,0,44,0.0,0.0,false
"src/java/org/apache/avro/io/ValidatingDecoder.java",229,0,0,0,0,0.0,0,0,0,0,40,0.0,0.0,false
"src/java/org/apache/avro/io/ValidatingEncoder.java",202,0,0,0,0,0.0,0,0,0,0,29,0.0,0.0,false
"src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java",101,1,1,3,1,1.0,1,1,1,1,20,1.0,0.0,false
"src/java/org/apache/avro/io/parsing/Parser.java",165,1,1,21,21,21.0,21,21,21,1,20,21.0,0.0,false
"src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java",337,0,0,0,0,0.0,0,0,0,0,81,0.0,0.0,false
"src/java/org/apache/avro/io/parsing/SkipParser.java",94,0,0,0,0,0.0,0,0,0,0,11,0.0,0.0,false
"src/java/org/apache/avro/io/parsing/Symbol.java",381,1,1,1,0,0.0,0,1,1,1,11,1.0,0.0,false
"src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java",138,0,0,0,0,0.0,0,0,0,0,22,0.0,0.0,false
"src/java/org/apache/avro/ipc/AvroRemoteException.java",40,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/ipc/ByteBufferInputStream.java",86,0,0,0,0,0.0,0,0,0,0,13,0.0,0.0,false
"src/java/org/apache/avro/ipc/ByteBufferOutputStream.java",90,0,0,0,0,0.0,0,0,0,0,6,0.0,0.0,false
"src/java/org/apache/avro/ipc/DatagramServer.java",78,1,1,79,79,79.0,79,79,79,0,7,79.0,0.0,false
"src/java/org/apache/avro/ipc/DatagramTransceiver.java",84,1,1,84,84,84.0,84,84,84,0,7,84.0,0.0,false
"src/java/org/apache/avro/ipc/HttpServer.java",59,1,2,111,85,42.5,76,103,76,0,3,51.5,9.0,false
"src/java/org/apache/avro/ipc/HttpTransceiver.java",117,1,3,122,120,40.0,116,118,116,0,14,39.333332,4.5,false
"src/java/org/apache/avro/ipc/RPCContext.java",149,1,1,36,18,18.0,18,0,0,0,5,0.0,0.0,false
"src/java/org/apache/avro/ipc/RPCPlugin.java",74,1,1,8,4,4.0,4,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/ipc/Requestor.java",230,1,2,21,10,5.0,8,5,5,0,31,2.5,1.0,false
"src/java/org/apache/avro/ipc/Responder.java",208,1,2,33,10,5.0,8,13,13,0,23,6.5,1.0,false
"src/java/org/apache/avro/ipc/ResponderServlet.java",55,1,1,56,56,56.0,56,56,56,0,5,56.0,0.0,false
"src/java/org/apache/avro/ipc/Server.java",29,1,1,29,29,29.0,29,29,29,0,1,29.0,0.0,false
"src/java/org/apache/avro/ipc/SocketServer.java",110,1,1,4,2,2.0,2,0,0,0,12,0.0,0.0,false
"src/java/org/apache/avro/ipc/SocketTransceiver.java",96,1,1,16,9,9.0,9,10,10,0,12,10.0,0.0,false
"src/java/org/apache/avro/ipc/Transceiver.java",42,0,0,0,0,0.0,0,0,0,0,5,0.0,0.0,false
"src/java/org/apache/avro/reflect/FixedSize.java",36,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/reflect/ReflectData.java",355,1,1,90,70,70.0,70,62,62,0,99,62.0,0.0,true
"src/java/org/apache/avro/reflect/ReflectDatumReader.java",100,1,1,31,7,7.0,7,17,17,0,8,17.0,0.0,true
"src/java/org/apache/avro/reflect/ReflectDatumWriter.java",73,1,1,8,8,8.0,8,8,8,0,4,8.0,0.0,true
"src/java/org/apache/avro/reflect/ReflectRequestor.java",111,1,1,4,1,1.0,1,2,2,0,13,2.0,0.0,false
"src/java/org/apache/avro/reflect/ReflectResponder.java",99,1,1,33,2,2.0,2,29,29,0,15,29.0,0.0,true
"src/java/org/apache/avro/specific/ProtocolTask.java",79,1,1,32,3,3.0,3,26,26,0,12,26.0,0.0,false
"src/java/org/apache/avro/specific/SchemaTask.java",28,1,1,4,2,2.0,2,0,0,0,2,0.0,0.0,false
"src/java/org/apache/avro/specific/SpecificCompiler.java",309,2,3,332,177,59.0,174,164,163,2,105,54.666668,7.0,true
"src/java/org/apache/avro/specific/SpecificData.java",94,1,1,29,28,28.0,28,29,29,0,15,29.0,0.0,true
"src/java/org/apache/avro/specific/SpecificDatumReader.java",45,1,1,14,6,6.0,6,6,6,0,1,6.0,0.0,true
"src/java/org/apache/avro/specific/SpecificDatumWriter.java",39,1,1,8,6,6.0,6,4,4,0,1,4.0,0.0,false
"src/java/org/apache/avro/specific/SpecificExceptionBase.java",40,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,true
"src/java/org/apache/avro/specific/SpecificFixed.java",28,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/specific/SpecificRecord.java",27,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,false
"src/java/org/apache/avro/specific/SpecificRecordBase.java",71,0,0,0,0,0.0,0,0,0,0,9,0.0,0.0,true
"src/java/org/apache/avro/specific/SpecificRequestor.java",80,1,1,2,1,1.0,1,0,0,0,7,0.0,0.0,false
"src/java/org/apache/avro/specific/SpecificResponder.java",40,1,1,2,1,1.0,1,0,0,0,1,0.0,0.0,true
"src/java/org/apache/avro/util/Utf8.java",87,0,0,0,0,0.0,0,0,0,0,12,0.0,0.0,false
"lang/java/src/java/org/apache/avro/AvroRuntimeException.java",28,1,1,29,29,29.0,29,29,29,0,1,29.0,0.0,false
"lang/java/src/java/org/apache/avro/AvroTypeException.java",28,1,1,29,29,29.0,29,29,29,0,1,29.0,0.0,false
"lang/java/src/java/org/apache/avro/Protocol.java",387,2,3,398,393,131.0,388,390,388,0,62,130.0,14.0,false
"lang/java/src/java/org/apache/avro/Schema.java",1087,3,7,1211,1149,164.14285,913,1103,913,2,203,157.57143,4.666666666666667,false
"lang/java/src/java/org/apache/avro/SchemaParseException.java",25,1,1,26,26,26.0,26,26,26,0,1,26.0,0.0,false
"lang/java/src/java/org/apache/avro/file/Codec.java",50,2,4,80,65,16.25,39,58,39,0,3,14.5,9.666666666666666,false
"lang/java/src/java/org/apache/avro/file/CodecFactory.java",76,2,2,76,76,38.0,70,76,70,0,3,38.0,29.0,false
"lang/java/src/java/org/apache/avro/file/DataFileConstants.java",38,2,3,46,42,14.0,37,40,37,0,1,13.333333,7.0,false
"lang/java/src/java/org/apache/avro/file/DataFileReader.java",168,1,3,281,225,75.0,149,231,149,0,27,77.0,19.5,false
"lang/java/src/java/org/apache/avro/file/DataFileStream.java",267,2,6,384,326,54.333332,177,318,177,0,49,53.0,7.8,false
"lang/java/src/java/org/apache/avro/file/DataFileWriter.java",374,2,6,456,415,69.166664,238,416,238,0,43,69.333336,7.8,false
"lang/java/src/java/org/apache/avro/file/DeflateCodec.java",145,2,5,223,184,36.8,104,175,104,0,12,35.0,7.25,false
"lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java",85,1,1,85,85,85.0,85,85,85,0,11,85.0,0.0,false
"lang/java/src/java/org/apache/avro/file/NullCodec.java",64,2,5,114,89,17.8,57,84,57,0,4,16.8,7.25,false
"lang/java/src/java/org/apache/avro/file/SeekableFileInput.java",36,1,1,37,37,37.0,37,37,37,0,6,37.0,0.0,false
"lang/java/src/java/org/apache/avro/file/SeekableInput.java",36,1,1,37,37,37.0,37,37,37,0,5,37.0,0.0,false
"lang/java/src/java/org/apache/avro/generic/GenericArray.java",36,1,1,37,37,37.0,37,37,37,0,1,37.0,0.0,false
"lang/java/src/java/org/apache/avro/generic/GenericContainer.java",26,1,1,27,27,27.0,27,27,27,0,1,27.0,0.0,false
"lang/java/src/java/org/apache/avro/generic/GenericData.java",491,3,6,551,521,86.833336,489,499,489,3,151,83.166664,5.6,false
"lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java",354,3,5,751,553,110.6,476,637,476,1,71,127.4,7.0,false
