@relation bookkeeper_Training_1

@attribute LOC numeric
@attribute authors_number numeric
@attribute revisions_number numeric
@attribute touched_loc numeric
@attribute total_add_lines numeric
@attribute average_add_lines numeric
@attribute max_add_lines numeric
@attribute total_churn numeric
@attribute max_churn numeric
@attribute number_fix numeric
@attribute cyclomatic_complexity numeric
@attribute average_churn numeric
@attribute days_between_commits numeric
@attribute buggy {'YES', 'NO'}

@data
98,1,1,98,98,98.00,98,98,98,0,23,98.00,0.00,NO
181,3,7,225,203,29.00,178,189,178,0,12,27.00,38.67,YES
154,3,4,170,162,40.50,75,154,75,0,3,38.50,76.67,YES
393,3,11,585,489,44.45,209,473,209,0,59,43.00,24.20,YES
132,3,3,146,139,46.33,75,132,75,0,5,44.00,121.00,NO
533,3,8,579,556,69.50,521,543,521,0,63,67.88,33.14,NO
603,3,9,763,683,75.89,573,647,573,0,55,71.89,29.00,YES
148,1,1,148,148,148.00,148,148,148,0,5,148.00,0.00,NO
174,2,3,194,184,61.33,173,174,173,0,19,58.00,115.50,NO
148,2,3,168,158,52.67,147,148,147,0,11,49.33,115.50,NO
92,3,6,1576,834,139.00,763,1446,763,0,6,241.00,46.20,NO
234,3,6,642,438,73.00,209,316,209,0,21,52.67,48.40,YES
54,3,3,64,59,19.67,54,54,54,0,6,18.00,121.00,NO
38,2,2,48,43,21.50,38,38,38,0,2,19.00,158.00,NO
98,2,2,106,102,51.00,98,98,98,0,7,49.00,158.00,NO
39,2,3,59,49,16.33,38,39,38,0,2,13.00,115.50,NO
69,3,3,127,98,32.67,94,119,94,0,6,39.67,121.00,NO
94,1,1,94,94,94.00,94,94,94,0,4,94.00,0.00,NO
72,1,1,72,72,72.00,72,72,72,0,1,72.00,0.00,NO
42,1,1,42,42,42.00,42,42,42,0,1,42.00,0.00,NO
48,2,3,64,56,18.67,48,48,48,0,1,16.00,115.50,NO
63,2,2,71,67,33.50,63,63,63,0,2,31.50,158.00,NO
237,2,2,277,257,128.50,237,237,237,0,9,118.50,158.00,NO
133,2,3,145,139,46.33,133,133,133,0,13,44.33,115.50,NO
137,2,4,163,150,37.50,136,137,136,0,15,34.25,77.00,NO
177,2,3,185,181,60.33,176,177,176,0,16,59.00,115.50,NO
46,2,2,48,47,23.50,46,46,46,0,5,23.00,158.00,NO
128,3,5,146,137,27.40,127,128,127,0,12,25.60,57.75,NO
149,2,3,155,152,50.67,148,149,148,0,7,49.67,115.50,NO
58,2,2,60,59,29.50,58,58,58,0,4,29.00,158.00,NO
149,2,2,155,152,76.00,149,149,149,0,20,74.50,158.00,NO
74,2,2,82,78,39.00,74,74,74,0,6,37.00,158.00,NO
37,1,1,37,37,37.00,37,37,37,0,1,37.00,0.00,NO
38,2,2,42,40,20.00,38,38,38,0,1,19.00,158.00,NO
39,2,2,41,40,20.00,39,39,39,0,1,19.50,158.00,NO
96,2,4,118,107,26.75,95,96,95,0,1,24.00,77.00,NO
88,2,3,94,91,30.33,87,88,87,0,3,29.33,115.50,NO
71,2,4,85,78,19.50,70,71,70,0,8,17.75,77.00,NO
114,2,4,132,123,30.75,113,114,113,0,6,28.50,77.00,NO
336,3,6,492,414,69.00,329,344,329,0,32,57.33,48.40,NO
84,2,4,102,93,23.25,83,84,83,0,9,21.00,77.00,NO
58,2,3,68,63,21.00,58,58,58,0,3,19.33,115.50,NO
123,2,4,137,130,32.50,122,123,122,0,12,30.75,77.00,YES
369,1,1,369,369,369.00,369,369,369,0,20,369.00,0.00,YES
231,2,5,255,243,48.60,224,231,224,0,26,46.20,57.75,YES
586,2,4,704,645,161.25,585,586,585,0,79,146.50,77.00,YES
366,2,5,414,390,78.00,365,366,365,0,42,73.20,57.75,NO
99,2,4,117,108,27.00,98,99,98,0,9,24.75,77.00,YES
41,1,1,41,41,41.00,41,41,41,0,3,41.00,0.00,NO
66,2,2,92,79,39.50,65,66,65,0,3,33.00,158.00,NO
54,3,3,56,55,18.33,45,54,45,0,2,18.00,116.00,NO
47,2,2,55,51,25.50,47,47,47,0,1,23.50,158.00,NO
183,3,4,223,203,50.75,185,187,185,0,10,46.75,81.00,NO
49,1,1,49,49,49.00,49,49,49,0,7,49.00,0.00,NO
50,1,1,50,50,50.00,50,50,50,0,1,50.00,0.00,NO
98,2,2,102,100,50.00,97,98,97,0,13,49.00,231.00,NO
138,1,1,138,138,138.00,138,138,138,0,7,138.00,0.00,NO
43,1,1,43,43,43.00,43,43,43,0,1,43.00,0.00,NO
42,1,1,42,42,42.00,42,42,42,0,1,42.00,0.00,NO
56,1,1,56,56,56.00,56,56,56,0,6,56.00,0.00,NO
162,2,2,164,163,81.50,162,162,162,0,17,81.00,158.00,NO
6367,2,2,18077,12222,6111.00,6127,15347,9252,0,812,7673.50,7.00,NO
153,2,2,157,155,77.50,153,153,153,0,16,76.50,158.00,NO
43,1,1,43,43,43.00,43,43,43,0,1,43.00,0.00,NO
41,2,2,43,42,21.00,41,41,41,0,1,20.50,158.00,NO
105,2,3,205,155,51.67,104,113,104,0,11,37.67,115.50,NO
105,3,5,191,148,29.60,103,105,103,0,5,21.00,58.00,NO
92,3,4,160,126,31.50,91,98,91,0,7,24.50,77.00,NO
101,2,3,201,151,50.33,100,101,100,0,4,33.67,115.50,NO
45,1,1,45,45,45.00,45,45,45,0,3,45.00,0.00,NO
289,2,2,291,290,145.00,289,289,289,0,25,144.50,158.00,NO
32,2,2,38,35,17.50,31,32,31,0,1,16.00,231.00,NO
111,1,1,111,111,111.00,111,111,111,0,5,111.00,0.00,NO
35,2,2,37,36,18.00,35,35,35,0,1,17.50,158.00,NO
81,1,1,81,81,81.00,81,81,81,0,6,81.00,0.00,NO
27,1,1,27,27,27.00,27,27,27,0,1,27.00,0.00,NO
28,1,1,28,28,28.00,28,28,28,0,1,28.00,0.00,NO
29,2,2,31,30,15.00,29,29,29,0,1,14.50,158.00,NO
566,3,4,634,600,150.00,561,566,561,0,32,141.50,77.00,NO
64,2,2,96,80,40.00,64,64,64,0,2,32.00,158.00,NO
29,2,2,31,30,15.00,29,29,29,0,1,14.50,158.00,NO
64,2,2,66,65,32.50,64,64,64,0,2,32.00,158.00,NO
37,2,2,43,40,20.00,37,37,37,0,1,18.50,158.00,NO
68,2,2,90,79,39.50,68,68,68,0,2,34.00,158.00,NO
154,2,3,176,165,55.00,153,154,153,0,6,51.33,115.50,NO
72,2,2,74,73,36.50,72,72,72,0,2,36.00,158.00,NO
385,3,6,415,400,66.67,364,385,364,0,33,64.17,46.40,NO
76,2,2,80,78,39.00,76,76,76,0,3,38.00,158.00,NO
159,2,3,167,163,54.33,158,159,158,0,18,53.00,115.50,NO
737,2,3,1035,886,295.33,736,737,736,0,49,245.67,115.50,NO
74,2,2,78,76,38.00,74,74,74,0,9,37.00,158.00,NO
94,2,3,100,97,32.33,93,94,93,0,8,31.33,115.50,NO
22,1,1,22,22,22.00,22,22,22,0,1,22.00,0.00,NO
427,2,3,451,439,146.33,426,427,426,0,45,142.33,115.50,NO
62,1,1,62,62,62.00,62,62,62,0,5,62.00,0.00,NO
58,2,2,60,59,29.50,58,58,58,0,1,29.00,158.00,NO
91,2,2,101,96,48.00,91,91,91,0,2,45.50,158.00,NO
27,2,2,29,28,14.00,27,27,27,0,1,13.50,158.00,NO
77,2,2,81,79,39.50,77,77,77,0,1,38.50,158.00,NO
704,2,3,780,742,247.33,703,704,703,0,30,234.67,115.50,NO
63,2,2,71,67,33.50,63,63,63,0,1,31.50,158.00,NO
37,1,1,37,37,37.00,37,37,37,0,1,37.00,0.00,NO
64,2,2,66,65,32.50,64,64,64,0,1,32.00,158.00,NO
124,2,2,130,127,63.50,124,124,124,0,15,62.00,158.00,NO
160,2,4,174,167,41.75,159,160,159,0,7,40.00,77.00,NO
36,2,2,46,41,20.50,36,36,36,0,1,18.00,158.00,NO
58,2,2,62,60,30.00,57,58,57,0,3,29.00,231.00,NO
62,1,1,62,62,62.00,62,62,62,0,2,62.00,0.00,NO
130,2,4,154,142,35.50,129,130,129,0,7,32.50,77.00,NO
74,2,2,78,76,38.00,73,74,73,0,4,37.00,231.00,NO
83,2,3,89,86,28.67,82,83,82,0,3,27.67,115.50,NO
74,1,1,74,74,74.00,74,74,74,0,2,74.00,0.00,NO
48,2,2,52,50,25.00,48,48,48,0,1,24.00,231.00,NO
60,2,2,62,61,30.50,60,60,60,0,1,30.00,158.00,NO
70,2,3,82,76,25.33,70,70,70,0,3,23.33,115.50,NO
183,2,4,221,202,50.50,180,183,180,0,16,45.75,77.00,NO
53,1,1,53,53,53.00,53,53,53,0,3,53.00,0.00,NO
452,2,4,492,472,118.00,450,452,450,0,33,113.00,77.00,NO
39,1,1,39,39,39.00,39,39,39,0,2,39.00,0.00,NO
78,2,2,86,82,41.00,78,78,78,0,2,39.00,158.00,NO
64,2,2,66,65,32.50,64,64,64,0,2,32.00,158.00,NO
31,2,2,33,32,16.00,31,31,31,0,1,15.50,158.00,NO
57,2,2,65,61,30.50,57,57,57,0,1,28.50,158.00,NO
104,2,2,118,111,55.50,104,104,104,0,1,52.00,158.00,NO
32,1,1,32,32,32.00,32,32,32,0,1,32.00,0.00,NO
227,2,3,331,279,93.00,226,251,226,0,19,83.67,115.50,NO
197,3,4,219,208,52.00,187,197,187,0,6,49.25,77.33,NO
75,2,2,87,81,40.50,75,75,75,0,1,37.50,158.00,NO
28,1,1,28,28,28.00,28,28,28,0,1,28.00,0.00,NO
52,2,2,56,54,27.00,52,52,52,0,3,26.00,158.00,NO
429,2,3,583,506,168.67,428,491,428,0,46,163.67,115.50,NO
103,2,2,164,134,67.00,104,104,104,0,6,52.00,158.00,NO
35,1,1,35,35,35.00,35,35,35,0,1,35.00,0.00,NO
98,2,2,100,99,49.50,98,98,98,0,7,49.00,158.00,NO
79,2,3,109,94,31.33,78,79,78,0,4,26.33,115.50,NO
360,2,3,380,370,123.33,359,360,359,0,20,120.00,115.50,NO
545,1,1,545,545,545.00,545,545,545,0,69,545.00,0.00,NO
81,1,1,81,81,81.00,81,81,81,0,8,81.00,0.00,NO
168,1,1,168,168,168.00,168,168,168,0,28,168.00,0.00,NO
487,1,1,487,487,487.00,487,487,487,0,72,487.00,0.00,NO
124,1,1,124,124,124.00,124,124,124,0,19,124.00,0.00,NO
536,1,1,536,536,536.00,536,536,536,0,100,536.00,0.00,NO
133,1,1,133,133,133.00,133,133,133,0,15,133.00,0.00,NO
151,1,1,151,151,151.00,151,151,151,0,14,151.00,0.00,NO
147,1,1,147,147,147.00,147,147,147,0,18,147.00,0.00,NO
126,1,1,126,126,126.00,126,126,126,0,1,126.00,0.00,NO
249,1,1,249,249,249.00,249,249,249,0,36,249.00,0.00,NO
410,1,1,410,410,410.00,410,410,410,0,21,410.00,0.00,NO
204,1,1,204,204,204.00,204,204,204,0,17,204.00,0.00,NO
50,1,1,50,50,50.00,50,50,50,0,1,50.00,0.00,NO
184,1,1,184,184,184.00,184,184,184,0,20,184.00,0.00,NO
61,1,1,61,61,61.00,61,61,61,0,1,61.00,0.00,NO
167,1,1,167,167,167.00,167,167,167,0,6,167.00,0.00,NO
80,1,1,80,80,80.00,80,80,80,0,1,80.00,0.00,NO
83,1,1,83,83,83.00,83,83,83,0,2,83.00,0.00,NO
547,1,1,547,547,547.00,547,547,547,0,28,547.00,0.00,NO
198,1,1,198,198,198.00,198,198,198,0,16,198.00,0.00,NO
140,1,1,140,140,140.00,140,140,140,0,9,140.00,0.00,NO
178,1,1,178,178,178.00,178,178,178,0,14,178.00,0.00,NO
67,1,1,67,67,67.00,67,67,67,0,3,67.00,0.00,NO
138,1,1,138,138,138.00,138,138,138,0,12,138.00,0.00,NO
170,1,1,170,170,170.00,170,170,170,0,13,170.00,0.00,NO
87,1,1,87,87,87.00,87,87,87,0,6,87.00,0.00,NO
85,1,1,85,85,85.00,85,85,85,0,4,85.00,0.00,NO
178,1,1,178,178,178.00,178,178,178,0,12,178.00,0.00,NO
75,1,1,75,75,75.00,75,75,75,0,1,75.00,0.00,NO
209,1,1,209,209,209.00,209,209,209,0,26,209.00,0.00,NO
57,1,1,57,57,57.00,57,57,57,0,1,57.00,0.00,NO
521,1,1,521,521,521.00,521,521,521,0,62,521.00,0.00,NO
573,1,1,573,573,573.00,573,573,573,0,49,573.00,0.00,NO
148,1,1,148,148,148.00,148,148,148,0,5,148.00,0.00,NO
173,1,1,173,173,173.00,173,173,173,0,19,173.00,0.00,NO
147,1,1,147,147,147.00,147,147,147,0,11,147.00,0.00,NO
763,1,1,763,763,763.00,763,763,763,0,45,763.00,0.00,NO
209,1,1,209,209,209.00,209,209,209,0,19,209.00,0.00,NO
54,1,1,54,54,54.00,54,54,54,0,6,54.00,0.00,NO
38,1,1,38,38,38.00,38,38,38,0,2,38.00,0.00,NO
98,1,1,98,98,98.00,98,98,98,0,7,98.00,0.00,NO
38,1,1,38,38,38.00,38,38,38,0,2,38.00,0.00,NO
94,1,1,94,94,94.00,94,94,94,0,9,94.00,0.00,NO
